,issuekey,title,description,storypoint
270,BAM-7503,BuildManager still used in core Bamboo functionality,still used core bamboo functionality found error tardigrade build fine following found still used bamboo causing functionality example build key validation never work since valid job valid build effectively many use half old fixed potentially since way cannot fixed,2
271,BAM-7507,Create Plan Level Result Log Tab,create plan level result log tab make easier navigate offer plan level log tab summary table link individual job log well link job log plan level log page,2
272,BAM-7517,Handle subscriptions for Job move across stages,nan,2
273,BAM-7531,Remove pre-2.0 upgrade tasks and provide protection against upgrade from pre 2.0 version,remove upgrade provide protection upgrade version history bamboo several used upgrade version ie upgrade bamboo bamboo need execute latest milestone upgrade propose drop upgrade main benefit would dropping last old usually according action upgrade make impossible use new bamboo version upgrade build number x version check included x anyway upgrade long historical stuff got subversion yes bamboo must lockup upon starting brought version also stop user user given clear error message data ask bring simplify work need long work stopping upgrade import take protection upgrade import version rather simple would require work testing cause last week spotted small bug internal use thought good moment drop maybe legacy previous lot buried old upgrade led idea original probably simplify work potential help u find forgotten legacy code time ago,1
274,BAM-7555,Ensure we only show 100 changes in Git Repository and display skipped amount (for 3.0),ensure show git repository display amount mention interface first shown,1
275,BAM-7593,Ability to stop a queued job via action menu,ability stop job via action menu stop button job action menu job actually running show fix need ensure button show job stage yet,1
276,BAM-7599,Fix Bulk Edit Administration Screen,fix bulk edit administration screen bulk edit screen pretty broken right need fix release tardigrade bamboo action,3
277,BAM-7602,Support for include/exclude files in Git Repository,support include exclude git repository interface git handle,1
278,BAM-7619,Import/Export of Audit Logs,nan,2
279,BAM-7626,Support Bitbucket repositories,support currently support mercurial repository would great could specifically support make easier setup new underlying infrastructure would mercurial however setup would provide option addition part mercurial repository allow specification display bamboo support spec,5
280,BAM-7628,Remove Build Queue Report ,remove build queue report since working right bam remove report fixed add,1
281,BAM-7630,Stage Configuration UX Update,stage configuration update configuration make easier use make job name link edit job configuration remove configuration link add separate disable delete link instead replace add job button move right,2
282,BAM-7631,Fix Test Case Overview Page UI,fix test case overview page need clean page least little bit remove big colour box use key value layout use summary move table make top right look plan summary tardigrade bamboo browse bam test case,2
283,BAM-7632,Change hg clone into hg init/hg pull (to get rid of credentials in .hgrc),change clone pull get rid message went cache server also slight security issue bamboo register repository path password file plain text cache directory file readable source code might something sensitive find good know password secure within file system,1
284,BAM-7633,Remove 'clean cache directory' checkbox from Mercurial configuration screen,remove clean cache directory mercurial configuration screen thread think remove hazardous use mail,1
285,BAM-7635,Share Mercurial cache among the server and local agents (if concurrent builds are on),share mercurial cache among server local concurrent like summary concurrent local agent grab copy cache code retrieval hopefully need instead use bamboo server cache like concurrent build mode,1
286,BAM-7655,Git Plugin should detect if remote repository support 'shallow' protocol,nan,1
287,BAM-7656,Git Repository shouldn't display user/pass + sshKey/pass together,git repository display user pas pas together mislead user thinking user pas may impact connection ideally none would display exclusively either user pas either nothing,1
288,BAM-7658,Sharing an artifact via quick link doesn't work when artifact name is used by other Jobs,artifact via quick link work artifact name used course correct behaviour however currently provide feedback link simply work instead display following message share artifact name must unique within plan please rename artifact share allow user edit name like edit without button bottom say save cancel,2
289,BAM-7660,Ensure Artifacts upgrade task gives decent errors and can be rerun,ensure upgrade task decent rerun may already possible moving artifact run disk space middle make sure upgrade task elegantly possible recover e g run upgrade task left,1
290,BAM-7673,Git Repository doesn't log messages on remote agents,git repository log remote run remote agent log shown probably properly loaded,1
291,BAM-7674,Git repo shallow clones should work via http(s),git shallow work via build test building agent default agent source code revision fetching branch master try shallow fetch git shallow fetch color red cannot fetch test git branch master source directory home bamboo bamboo home data build test test git starting read stage without written request data pending color code bamboo repository cannot fetch test git branch master source directory home bamboo bamboo home data build cache repository test git starting read stage without written request data pending bamboo git fetch bamboo git fetch eclipse test git starting read stage without written request data pending eclipse transport eclipse transport eclipse transport fetch eclipse transport eclipse transport eclipse transport execute eclipse transport transport fetch transport bamboo git fetch eclipse test git starting read stage without written request data pending eclipse transport service execute eclipse transport service read eclipse io read io read eclipse io read eclipse io io eclipse transport eclipse transport eclipse transport eclipse transport negotiate eclipse transport code,1
292,BAM-7676,Git Repository server cache should be thread-safe (during fetches),git repository server cache thread safe system error build test unable detect bamboo repository cannot fetch git test git branch master source directory home bamboo bamboo home data build cache repository cannot move pack home bamboo bamboo home data build cache repository git pack pack pack bamboo repository cannot fetch git test git branch master source directory home bamboo bamboo home data build cache repository cannot move pack home bamboo bamboo home data build cache repository git pack pack pack code bamboo git fetch bamboo git fetch bamboo git bamboo trigger bamboo trigger process bamboo bamboo start sun reflect invoke unknown source sun reflect invoke reflect method invoke method support framework invoke start unknown source bamboo plan bamboo plan access bamboo plan call bamboo plan bamboo plan start bamboo trigger bamboo event run concurrent concurrent worker run bamboo build pipeline concurrent run thread run thread eclipse cannot move pack home bamboo bamboo home data build cache repository git pack pack pack eclipse transport eclipse transport fetch eclipse transport eclipse transport eclipse transport execute eclipse transport transport fetch transport bamboo git fetch io cannot move pack home bamboo bamboo home data build cache repository git pack pack pack eclipse transport eclipse transport eclipse transport code system error build test unable detect bamboo repository cannot fetch git test git branch master source directory home bamboo bamboo home data build cache repository unknown repository format null bamboo repository cannot fetch git test git branch master source directory home bamboo bamboo home data build cache repository unknown repository format null code bamboo git fetch bamboo git fetch bamboo git bamboo trigger bamboo trigger process bamboo bamboo start sun reflect invoke unknown source sun reflect invoke reflect method invoke method support framework invoke start unknown source bamboo plan bamboo plan access bamboo plan call bamboo plan bamboo plan start bamboo trigger bamboo event run concurrent concurrent worker run bamboo build pipeline concurrent run thread run thread io unknown repository format null eclipse storage file eclipse storage file bamboo git fetch code system error build default job error build bamboo repository null could delete file home bamboo agent home data build git agent bamboo repository null could delete file home bamboo agent home data build git code bamboo git fetch bamboo git bamboo git bamboo git bamboo build task bamboo build task call bamboo build agent build bamboo build agent bamboo build agent run bamboo build pipeline concurrent run thread run thread eclipse could delete file home bamboo agent home data build git eclipse transport eclipse transport eclipse transport fetch eclipse transport eclipse transport eclipse transport execute eclipse transport transport fetch transport bamboo git fetch io could delete file home bamboo agent home data build git eclipse delete eclipse delete eclipse transport index eclipse transport eclipse transport code,2
293,BAM-7677,"Rather than error out when a git ssh URL is entered without a username, automatically embed it in the URL for the user",rather error git without automatically embed user see bam background information git need bam error whenever git without think would better provided separate case user error ask user enter separate field,1
294,BAM-7683,Update Plan Statistics UI,update plan statistic blue box fit bamboo new style update look similar test summary see attached definitely play size lot first number might grow long current size,1
295,BAM-7684,Update Bamboo Header,update bamboo header look header since another project underway unify general want spend much time small big impact change font bold remove often anyway change font size background remove background image use new work plain background provided,1
296,BAM-7689,Bamboo caches the Dashboard Plan permissions for the first user that accessed Bamboo ,bamboo dashboard plan first user bamboo considering anonymous see dashboard first access done anonymous mode dashboard empty anonymous permission dashboard still show without problem,2
297,BAM-7690,Bundle the Git Bamboo Repository Plugin with Bamboo 3.0,bundle git bamboo repository bamboo quote absolutely need bundle git bamboo bamboo actually milestone bamboo quote,1
298,BAM-7695,OAUTH TokenExpiry never starts in Bamboo 3.0,never bamboo new expiry triggered bamboo start instead system event good idea wired properly receive event result expiry never bamboo priority major since exposure limited fixed fast,3
299,BAM-7724,User can see live logs for a jobs on the plan summary screen,nan,2
300,BAM-7732,Webwork library not compatible with JDK 1.5,nan,2
301,BAM-7735,Share Git cache among the server and local agents (if concurrent builds are on),share git cache among server local concurrent bam git like summary concurrent local agent grab copy cache code retrieval cache locally require cache lock strategy read write see comment bam,3
302,BAM-7771,Build plan failed to run - it was marked as queued but was not present in the queue,build plan run marked present queue see bamboo browse smoke run error confluence trunk staging dumping confluence smoke staging smoke smoke smoke build smoke smoke marked present queue remove error list clear error log,5
303,BAM-7812,"Instant message notifications no longer say ""X new test failures"", just ""2/486 tests failed.""",instant message longer say x new test seem recall bamboo used tell many test new gone missing recent really useful information often whether broke build someone else,1
304,BAM-7814,"Move ""Plan Logs"" to be under the configuration screen",move plan configuration screen make lot sense least bad option link bottom view configuration plan button top left go back view configuration,1
305,BAM-7825,In the stages tab make the Job name link to the Job Configuration (not the Job Summary),nan,1
306,BAM-7833,Users can't reset passwords if the Global Anonymous Permission is disabled,reset global anonymous permission disabled global anonymous permission access disabled user still login order reset password reproduce disable access permission anonymous global try reset password access account link receive link click link result login page reset password page login correct password reset page displayed useful user forgot password,2
307,BAM-7840,Source checkout on local agent should not fail if cache is deleted between change collection & source checkout,source local agent fail cache change collection source may happen user manually cache directory change collection source wait next build may detect case refill cache retry something similar already source directory,1
308,BAM-7873,Update atlassian-util-concurrent to 2.0,nan,1
309,BAM-7924,Errors during source checkout not correctly propagated causing plans to pass when they shouldn't,source correctly causing pas bamboo browse chain log build actually repository e even get running however error bamboo depending builder use plan may may fail exception cause particular failure browse bam build shown ant build code build chain building agent bamboo agent private build always clean cleaning build directory opt bamboo agent data build chain source code revision error build chain null build since text build success found last output running post build server aggregator build processor server running post build server clover delta calculator running post build server build hanging detection configuration running post build server post command server runner running post build server collector running post build server server build processor generating build summary saving build disk indexing build finished building chain code build shown script build code build chain building agent bamboo agent private build always clean cleaning build directory opt bamboo agent data build chain source code revision error build chain null build successful since return code running post build server aggregator build processor server running post build server clover delta calculator running post build server build hanging detection configuration running post build server post command server runner running post build server collector running post build server server build processor generating build summary saving build disk indexing build finished building chain code,2
310,BAM-8015,AccessLogFilter + Maven Artifact Sharing = too much logging,artifact much logging essentially every request resource logged exclude access log filter make sure e g actual artifact,1
311,BAM-8059,Enable button should be change to a run button ,enable button change run button disabled plan dashboard enable enable plan button button change run button see attached,1
312,BAM-8070,Make Bamboo Windows installer work nicer with default permissions,make bamboo installer work default moment default really screw u since write bamboo log running directory,2
313,BAM-8072,User can configure key value pairs as parameters at the Plan level,user configure key value plan level currently global story allow user define plan level expose within plan,5
314,BAM-8073,User can override key value pairs when running a manual build,user override key value running manual build build manually user overwrite plan,2
315,BAM-8078,Allow a user to kick of a build via REST and provide the parameters as part of the REST call,nan,2
316,BAM-8083,Null repository,null repository dummy repository basically anything,2
317,BAM-8089,Make variables available as environment variables,make available environment script could use easily,3
318,BAM-8158,Upgrade ActiveMQ to 5.4.2,nan,3
319,BAM-8213,New dialog forms revert to initial data on validation error,new revert initial data validation error might actually happening bamboo reproduce go stage configuration plan edit stage remove name add description something cause validation error submit notice validation data original data,1
320,BAM-8216,Build hung never finish in the UI even after killing agent and all the related process,build hung never finish even killing agent related process hi got build bamboo build result action hung manual stop work process spite still building something even agent idle building check thread dump server browse plan executed still building maybe concurrency set,3
321,BAM-8222,MovePlans does not invalidate the caches,invalidate invalidate build definition may invalidate dashboard cache either,1
322,BAM-8241,Make ImportExportManager available to plugins,make available trying create cross product way rest resource would make life much simpler integration could put known state test run tried writing rest resource bamboo found could get bamboo bamboo migration chance make available,1
323,BAM-8256,Maven Artifact Sharing breaks when server is configured to use SSL and Job is running on ec2,artifact server use job running tunnel valid certificate build mar repository internal pom build mar pom build mar subscribe nightly nightly build pom build mar warning unable get resource pom repository bamboo artifact subscribe nightly nightly build error transferring file security subject alternative matching address found build mar repository internal pom build mar pom build mar subscribe nightly nightly build ga ga pom build mar warning unable get resource pom ga repository bamboo artifact subscribe nightly nightly build error transferring file security subject alternative matching address found build mar repository internal ga ga pom build mar ga pom build mar subscribe nightly nightly build rife rife pom build mar warning unable get resource rife pom repository bamboo artifact subscribe nightly nightly build error transferring file security subject alternative matching address found,2
324,BAM-8324,Upgrade to gadgets 3.0.4,upgrade get date common upgrade pack display dev common module upgrade pack need upgrade easy minor,2
325,BAM-8325,Upgrade to Atlassian XWork 1.12,upgrade get date common upgrade pack display dev common module upgrade pack need upgrade,1
326,BAM-8379,context contains arrays when it expects strings on validation failure,context validation failure task code validation failure copy everything request back stack rendering user remain problem everything array usually would string whilst front end code e g select show hide stuff originally going convert everything string put stack sure many make supposed front end really want array,1
327,BAM-8383,Creating a task without a executable selected dies badly,task without executable selected badly click save task moment selected actual builder drop badly rather nice validation error drop please select builder,1
328,BAM-8419,Finalise Task wording on Plan/Job Creation screens,task wording plan job creation also task wording available soon,1
329,BAM-8438,Create a popup for available variables,create available display available global accessible plan job configuration tab,2
330,BAM-8446,MsTest Conversion,nan,2
331,BAM-8447,Categories for tasks backend,nan,2
332,BAM-8448,Categories for tasks UI,nan,2
333,BAM-8454,"Jobs with different Subversion repositories on the same host: ""Failed to checkout source code to revision""",different subversion host source code revision tried use following different subversion plan bamboo main job private confluence confluence project stable trigger job public bamboo build trigger trunk notice first job private second public different host bamboo running second job check first job revision second job subversion repository work source code revision example internal bamboo server bamboo browse main,2
334,BAM-8456,Git Repository locks index.lock on Windows agents,git repository index lock whenever error phase git index lock file handle locked system particular plan support browse,3
335,BAM-8478,Using the git repository type can not connect to github using ssh keys,git repository type connect use key log account private key get authentication error key connect fine password temporary work around,2
336,BAM-8492,Release Management Plugin - Release Build  PostChainAction (java.lang.NullPointerException),release management release build taken new jar browse bam still get system error build test release first last bamboo build bamboo build bamboo build bamboo build bamboo action bamboo action execute bamboo bamboo bamboo access bamboo run concurrent bamboo execute bamboo access bamboo run concurrent bamboo sun reflect invoke unknown source sun reflect invoke reflect method invoke method support framework framework proceed hibernate invoke framework proceed framework invoke unknown source event legacy invoke event internal run concurrent worker concurrent worker run bamboo build pipeline concurrent run thread run thread simple build,1
337,BAM-8503,JDK Label should default to JDK,label default moment first one,1
338,BAM-8507,Fix up the logs pages for Plans & Jobs,fix still fixed table get rid view link go tab job maybe even last hide show,2
339,BAM-8529,Bamboo fails to check out git code due to 'Missing object' but command line git clones the repo just fine,bamboo check git code due missing object command line git fine git revision due missing object note might happen repository bamboo currently support git bug find,3
340,BAM-8542,Tests that are recorded as error cause the build not to display test results.,error cause build display test see following failure tardigrade bamboo browse bam,2
341,BAM-8551,"execution of accesskey=""E"" on a build instance results in ""page not found""",execution e build instance page found open build instance hit ur page found cause looking fault obvious code class hidden build edit action e edit plan code suggestion like possibility directly edit build instance hence would want useful hence fix link case build,1
342,BAM-8556,Maven 2 Auto Dependency parent checkbox not disabled,auto dependency parent disabled determined bamboo instance still exist however child parent,2
343,BAM-8639,Update Bamboo Plugin SDK default project to simple task,update bamboo default project simple task include two sample builder task executable test collector showcase custom implement explain task,3
344,BAM-8678,Update Context Sensitive Help for Bamboo 3.1,update context sensitive help bamboo per release process display bamboo context sensitive help already help,1
345,BAM-8707,Simplify capability message on Tasks,simplify capability message message currently capable building job however currently disabled job capable building elastic cloud way long section red color actual task hand shorten run job link tab whether people click tab see detailed message also align text right see,1
346,BAM-8746,Some Tasks fail on Windows because they exceed the MAX_PATH limit of 260 chars,fail exceed limit might see something like following path file name long fully qualified file name must le directory name must le,2
347,BAM-8782,User can specify on stage creation it is manual,nan,1
348,BAM-8783,User can change manual flag for stage,nan,2
349,BAM-8784,REST API should provide manual stages information,rest provide manual information manual flag stage definition manual stage stage result data related manual stage proper navigator,1
350,BAM-8785,Build results with incomplete Manual stages should be clearly marked in all views,build incomplete manual clearly marked stage stage result result plan configuration navigator plan navigator configuration page plan result navigator come,2
351,BAM-8786,Plan execution should stop at manual stage,plan execution stop manual stage object necessary execute current lap execution chain execution executed current lap additional status flag new chain result marked waiting continue plan status successful executed,1
352,BAM-8787,User can resume execution of plan stopped on manual stage,user resume execution plan stopped manual stage stage could stage chain stopped bamboo know stage execute new menu item continue plan result job result automatically manual stage visible execution stopped manual stage play button navigator manual stage tick,1
353,BAM-8789,User can execute manual stages automatically on specific conditions,user execute manual automatically specific run build new tab side see release management spec rest allow run stage name manual stage automatically run automatically run previous manual well accepted action rest,2
354,BAM-8790,A user can see on Dashboard plans with manual stages waiting for execution,user see dashboard manual waiting execution latest executed plan stopped manual stage marker direct action available continue,1
355,BAM-8791,Plan configuration should be validated before resuming plan execution,plan configuration plan execution plan result partial job error friendly user stage job meant executed removed plan plan structure,2
356,BAM-8805,Events for manual stages/rerun stage,manual rerun stage stop manual stage result manual stage restart stage,1
357,BAM-8806,Plugin points for manual stages/rerun stage,manual rerun stage stop manual stage resume manual stage restart stage,2
358,BAM-8847,Ability to hit the REST endpoint to trigger a build in Bamboo from the JIRA plugin,nan,1
359,BAM-8866,Bamboo not updating Mercurial sub-repositories when getting source on build server,bamboo mercurial sub getting source build server sac use mercurial project sub repository folder elegant file project setup correctly get commit push pull however sub repository made bamboo build command work getting project cache folder though sub repository elegant missing update working folder bamboo data build dev saying working folder elegant resolve support browse,2
360,BAM-8868,Build time for statistics should be sum of job times for rerun builds,build time statistic sum job time rerun manual stage waiting execution build time statistic sum job execution chain stop chain start time,1
361,BAM-8896,Whilelist Bamboo REST proxy in Bamboo JIRA Plugin,bamboo rest proxy bamboo done moment since know want hit,1
362,BAM-8899,Git Repository should check out symbolic links correctly,git repository check symbolic link correctly see thread quote hey rolling new instance bamboo git repository clone local git client symbolic link checked correctly bamboo contain name linked quote,1
363,BAM-8932,A user can define application link to Jira application,nan,2
364,BAM-8933,A user can define link between Bamboo project and Jira project,nan,2
365,BAM-8935,Jira issue information should be asynchronously retrieved from Jira on view - ajax,nan,2
366,BAM-8943,REST endpoint to retrieve possible variables to override.,nan,1
367,BAM-8944,Ability to pick future manual stages to run when triggering a previous build.,nan,2
368,BAM-8955,Handle Authentication Errors returned by Proxy,handle authentication returned proxy bamboo could require handshake need make sure work nicely,2
369,BAM-8957,Strange errors with disappearing OAuth consumers on JBAC when talking to JDOG,strange disappearing talking trying make work getting login approve button got access back still get login approve button tried reduce consumer delete get error something along remove consumer tried several time result page consumer still bamboo access look access got consumer velocity one six internal render sun reflect invoke unknown source sun reflect invoke reflect method invoke method support service importer support internal service importer support internal invoke framework proceed support support invoke framework proceed service internal service internal invoke framework proceed service importer support invoke framework proceed support support invoke framework proceed framework invoke render unknown source internal user service service service service service service apache catalina core apache catalina core filter filter core rest context filter filter filter filter apache catalina core apache catalina core module filter module filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core bamboo filter apache catalina core apache catalina core anonymous bamboo filter bamboo filter apache catalina core apache catalina core bamboo filter core apache catalina core apache catalina core apache catalina core apache catalina core seraph filter apache catalina core apache catalina core seraph filter apache catalina core apache catalina core filter filter internal filter filter filter security filter filter filter filter filter apache catalina core apache catalina core hibernate support bamboo persistence web filter apache catalina core apache catalina core filter filter filter apache catalina core apache catalina core web filter web filter apache catalina core apache catalina core apache catalina core invoke apache catalina core invoke apache catalina core invoke apache catalina invoke apache catalina core invoke apache catalina connector service apache server invoke apache common invoke apache common invoke apache common apache common apache tomcat run thread run thread consumer check check token consumer token sal get sal apply sal apply common collect next apache velocity directive render apache velocity parser node render apache velocity parser node render apache velocity parser node render apache velocity parser node render apache velocity template merge template apache velocity template merge template velocity one six internal render went back page consumer gone added bamboo access work also get authenticate weird know best bug,3
370,BAM-8969,"If an older version of Bamboo is trying to run a newer version of the data, we should stop the server",older version bamboo trying run version data stop server bamboo instance shutdown run pointing home change bamboo old build number build number checked clear higher one installation bamboo even start avoid potential version would make avoid data corruption,1
371,BAM-8972,Ability for the Test Collater to aggregate test results,ability test aggregate test one task test job bamboo able save test last task test saved desired behavior task create test final test report include,2
372,BAM-8976,"Restricted administrators cannot delete, move or create plans",restricted cannot delete move create restricted administrator ie studio able see move delete try perform action due method level permission restricted normal,1
373,BAM-8985,Git Repository should work with command 'git log'.,git repository work command git log support browse reproduce set git plan example pointing git git set branch master e create script task git log tick clean working directory build force clean build really matter issue run plan might need run twice observe problem build fail fatal bad default revision head behavior see git successful build,3
374,BAM-9014,Applink type is not recognised if annonymous access is turned off,type access turned need white list rest manifest also check integration need publicly available,1
375,BAM-9018,Creation of trusted apps fails with hibernate exceptions,creation hibernate hibernate operation could execute batch update batch entry insert null aborted call see cause exception batch entry insert null aborted call see cause,1
376,BAM-9029,Expiry for shared artifacts,expiry u like global artifact expiry affecting around big constantly running server possibility outdate server,2
377,BAM-9033,The contents of atlassian-bundled-plugins.zip are retained in memory,content zip memory seeing heap dump bamboo studio content zip memory tomcat problem already confluence browse similar solution bamboo avoid access file file large bamboo confluence still fairly significant amount heap space wasting actually considerably bigger studio bamboo studio normally,1
378,BAM-9089,Release status is not synced via rest status call in JIRA Bamboo plugin,release status via rest status call bamboo whats happening token release user done dance returned tab panel tab panel bamboo build finished success failure version code update fact version even though status sent back via response,2
379,BAM-9102,"Bamboo returns a JSON response when I submit the ""Edit Artifact Dependency"" dialog using Enter",bamboo response submit edit artifact dependency enter reproduce click edit artifact dependency focus destination directory field change text press enter bamboo briefly unknown error response see video,1
380,BAM-9114,Running a Bamboo Remote Agent service on Windows as a user other than System the parameter passed to the java.io.tmpdir fails the build,running bamboo remote agent service user system parameter io build agent system param io c temp build key build work fine run agent user trying get around writing param io c user name local temp build key build first task ant script get message color red build target exist project project name color even though see param space path taken care find log build script appear anywhere even word,2
381,BAM-9163,"Change the ""not run"" icon in manual stages",nan,1
382,BAM-9210,agent.error.wrongState is not defined in BambooActionSupport.properties,agent error defined removing agent building currently,1
383,BAM-9231,"Race condition can create duplicate plan keys, causing Bamboo to fail to start",race condition create duplicate plan causing bamboo fail start like double post create plan form duplicate plan key creation bamboo select build trunk excerpt bamboo time post build create action post build create action plan key new build key plan key error bam pool thread could start plan plan defined error exception thrown dao query return unique result hibernate hibernate hibernate execute hibernate execute bamboo plan sun reflect invoke unknown source sun reflect invoke reflect method invoke method support framework framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo plan bamboo plan completely bamboo longer even start without throwing ideally uniqueness key enforced via constraint,2
384,BAM-9297,Modify Bamboo and Bamboo agents to first use the JAVA_HOME variable when starting,modify bamboo bamboo first use variable starting report bamboo first command path rather respecting inconsistent example look variable starting need test behaviour bamboo server bamboo information issue see browse bam page system comment comment,1
385,BAM-9339,JBAM Builds Versions tab panel breaks when no issues associated with version,tab panel associated version related date filter looking specific version null pointer bamboo version fix bamboo side avoid null maybe side prevent making call first place code post bamboo build action error exception thrown bamboo execute sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method code,1
386,BAM-9342,Maven dependency task cannot handle Maven3 projects,dependency task cannot handle bamboo read project automatic dependency task version reading pom built x change cannot back ported x version certain attached full release bamboo running quality control process,5
387,BAM-9358,"""An unexpected error has occurred"" after clicking a link to a JIRA issue",nan,1
388,BAM-9371,Cannot install plugins onto JBAC using the UPM in Chrome,cannot install onto chrome work fine try install chrome installer never currently bamboo version build,1
389,BAM-9372,Stop distributing the user management files at <Bamboo-Install>/webapp/WEB-INF/classes/,stop user management bamboo install web class bamboo crowd bamboo home data configuration however still bamboo install web class,1
390,BAM-9384,Webresources from servlets leak onto the next page,leak onto next page also included next page seen quite easily looking output bit investigation bamboo filter run request clear cache shown action fragment web code filter filter name filter name pattern pattern dispatcher request dispatcher dispatcher forward dispatcher filter filter filter name filter name pattern action pattern dispatcher request dispatcher dispatcher forward dispatcher filter filter filter name filter name filter class bamboo filter filter class filter code filter would solve issue running script included multiple time,2
391,BAM-9387,Bamboo does not start on OpenJDK 7,bamboo start sun main message broker bamboo id barnard local stopped main hibernate error main context factory error bean name defined class path resource cannot resolve reference bean setting constructor argument exception factory error bean name defined class path resource bean exception could bean class bamboo constructor threw exception exception sun image factory error bean name defined class path resource bean exception could bean class bamboo constructor threw exception exception sun image could bean class bamboo constructor threw exception exception sun image sun image class native method class class image class image bamboo engine image bamboo sun reflect native method sun reflect sun reflect reflect constructor constructor factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support context support refresh web context web context web context spring container eclipse jetty server handler eclipse jetty eclipse jetty eclipse jetty server handler eclipse jetty eclipse jetty component start eclipse jetty server handler eclipse jetty server server server eclipse jetty component start bamboo server server main server sun image net run net run security native method net sun launcher launcher warn main log context bamboo file code bamboo bamboo web main code bamboo bamboo web main factory error bean name defined class path resource cannot resolve reference bean setting constructor argument exception factory error bean name defined class path resource bean exception could bean class bamboo constructor threw exception exception sun image factory error bean name defined class path resource bean exception could bean class bamboo constructor threw exception exception sun image could bean class bamboo constructor threw exception exception sun image sun image class native method class class image class image bamboo engine image bamboo sun reflect native method sun reflect sun reflect reflect constructor constructor factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support factory support context support refresh web context web context web context spring container eclipse jetty server handler eclipse jetty eclipse jetty eclipse jetty server handler eclipse jetty eclipse jetty component start eclipse jetty server handler eclipse jetty server server server eclipse jetty component start bamboo server server main server sun image net run net run security native method net sun launcher launcher main log see bamboo visiting bamboo,5
392,BAM-9390,Prevent failure of the 2511 upgrade task,prevent failure upgrade task code pool thread pool thread running upgrade task upgrade server configuration pool thread error pool thread application server id already application server id already core core sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method host invoke unknown source bamboo bamboo upgrade bamboo upgrade bamboo persistence hibernate execute bamboo persistence transaction support transaction support execute bamboo persistence execute bamboo upgrade bamboo upgrade bamboo upgrade bamboo upgrade call bamboo upgrade call concurrent sync concurrent run concurrent call concurrent sync concurrent run concurrent worker concurrent worker run bamboo build pipeline concurrent run thread run thread pool thread upgrade task fatal main upgrade task error upgrade task build exception application server id already code currently know recommendation article confluence display bamboo upgrade upgrade task fix problem,2
393,BAM-9420,BRMP incompatible with Bamboo 3.2,incompatible bamboo following error loading version bamboo code error exception module disable bamboo bamboo release management factory error bean name bamboo bean exception bamboo bamboo class native method class class class class bamboo net run security native method net code,3
394,BAM-9459,Configuring OAuth Consumers document is out of date,document date bamboo order setup consumer need first trust able add consumer document date confluence display bamboo step left hand menu title click link administration page displayed showing list exist option section available page link either,1
395,BAM-9485,Release feature in  JIRA  and Bamboo with trusted application not working properly,release feature bamboo application working properly user configure application communicate bamboo feature release version work properly show following thumbnail problem happen basic authentication application link user try basic authentication,5
396,BAM-9511,Mercurial Repository should correctly filter changesets since last build (even if there was more than 100 changesets),mercurial repository correctly filter since last build even tardigrade bamboo browse bam bamboo repository code change merge two bamboo found code due hard limit build mercurial repository falsely relevant current branch mercurial might incorrectly report build last build mercurial enough information traverse graph properly defense report even non related built branch code responsible near browse bamboo bamboo bamboo mercurial main bamboo r raising issue look better detail,2
397,BAM-9518,Error summary does not match actual error log when rerunning,error summary match actual error log error summary build failure click build actually successful like job old error summary still,1
398,BAM-9556,JBAM - Socket time outs after 10 seconds,socket time talking tardigrade instance keep getting socket time happening lot sure core problem tardigrade fro taking long waiting longer response error message friendly either,1
399,BAM-9597,On restart non default project -> Bamboo servers links aren't used,restart non default project bamboo link used two link bamboo project non default link restart need go bamboo screen configuration work,2
400,BAM-9656,Handle empty destination directories correctly for artifacts when using Oracle,handle empty destination correctly oracle currently destination directory option artifact dependency left empty work oracle work well job later stage use error oracle cannot handle empty directory null instead like bamboo deal destination directory value code io file file bamboo build artifact retrieve bamboo build pipeline bamboo build pipeline call code problem execution second stage even though actual build action bamboo home directory present artifact correctly directory artifact stage another code error exception thrown bamboo build bamboo build code,1
401,BAM-9674,"When retrying a release with the release management plugin, default plan variables displayed are not used in the build",release release management default plan displayed used build bamboo plan release release actually release define plan two plan reproduce go version project want release go release tab click release version bamboo release select release new build choose correct bamboo plan release plan custom click link type value variable enter value click link type value variable enter value snapshot click release plan fire plan displayed failing button retry click retry release displayed previously selected already filled except two two plan previously input variable name variable even though originally selected drop first second note correct however still present text thus see screen forgot get see first row select box value second row drop text box value snapshot thus text box correctly drop correctly change value first drop e change first drop originally filled touch second drop box set plan variable drop physically submit variable value plan despite exactly originally filled form course made plan fail second time release need value since default next version empty string went back version release page third time form drop displayed first row drop correct variable second row currently deliberately change back left text box alone already correct worked perfectly thus second row back valid pretty minor easy problem whenever release build probably rare,2
