,issuekey,title,description,storypoint
938,MESOS-3975,SSL build of mesos causes flaky testsuite.,build flaky running build see spurious test far reproducible following fail complete seem fine running individually repetition run socket connection server accept client home vagrant build mount help false operation make path e self v cut run empty l mount n provisioner copy could load file failure value get state actual socket connection server accept client socket connection server accept client socket connection server accept client socket connection server accept client failure wait failure actual function call count match driver twice actual unsatisfied active socket connection server accept client aborted time try date gnu date unknown received tid stack trace unknown unknown unknown generator cat mode ruby set ruby vagrant configure disable folder prevent certain kernel module vagrant disabled true box provider memory end provider memory end provision shell shell update install tar apache apache apache development install apache python cyrus cyrus subversion install install git install docker service docker start docker get docker sh shell end vagrant vagrant reload vagrant c git clone apache git git b bootstrap build build configure enable enable make check bin sh,5
939,MESOS-3976,C++ HTTP Scheduler Library does not work with SSL enabled,c library work c library work without downgrade fix simple library detect made instead,2
940,MESOS-3979,Replace `QuotaInfo` with `Quota` in allocator interface,replace quota allocator interface introduction c wrapper quota allocator,3
941,MESOS-3981,Implement recovery in the Hierarchical allocator,implement recovery hierarchical allocator built hierarchical allocator implement recovery presence quota,3
942,MESOS-3983,Tests for quota request validation,quota request validation include validation absence irrelevant semantic validation,3
943,MESOS-3984,Tests for quota support in `allocate()` function.,nan,3
944,MESOS-3985,Tests for rescinding offers for quota,nan,1
945,MESOS-3986,Tests for allocator recovery,nan,5
946,MESOS-3994,Refactor registry client/puller to avoid JSON and struct.,registry client puller avoid get rid message passing function returned type provided spec unnecessary message registry client registry puller also remove redundant check registry client already checked spec validation,3
947,MESOS-3996,"libprocess: document when, why defer() is necessary",document defer necessary current around pretty undocumented recent area example source code result confusion indeed apache blob master slave provisioner docker code return none true true none digest response response future try o open value code,1
948,MESOS-4000,Implicit roles: Design Doc,nan,2
949,MESOS-4002,ReservationEndpointsTest.UnreserveAvailableAndOfferedResources is flaky,flaky test kept looping ultimately failing build apache job compiler configuration verbose o docker code run compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting master master master allocator authenticate true true local help false true true true quiet false registry true role true version false share master master master register master master register loading authentication master default authenticator master authorization hierarchical hierarchical allocator process given master newly leader master id master leading master master registrar registrar registrar persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process log start writer replica replica received implicit promise request proposal persisting took replica fill missing replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log registrar successfully registrar master registry register hierarchical allocator recovery yet write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position isolation mem create bind root slave slave slave store false false false credential credential docker docker docker io true docker local registry docker io run docker sock store docker false fetch help false true copy true isolation mem quiet false recover reconnect mem disk true sandbox strict true true run system version false loading credential authentication credential slave slave credential test principal mem disk trying semicolon string format instead mem trying semicolon string format instead slave slave mem disk slave slave slave slave slave slave true mem trying semicolon string format instead state state meta status update manager slave finished recovery slave querying resource estimator slave new master master slave master master slave default cram sending status new client connection master slave authenticator starting authentication session authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success master successfully principal test principal slave authenticator authentication session cleanup slave new master slave received resource estimator slave successfully master master master slave slave id registrar applied update registry log append log write append action position slave retry registration necessary replica replica received write request position slave retry registration necessary master register slave message slave admission already progress slave retry registration necessary master register slave message slave admission already progress persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry log truncate log write truncate action position replica replica received write request position master registered slave slave mem disk slave registered master master given slave id fetcher clearing fetcher cache sending status slave meta slave hierarchical added slave mem disk slave forwarding total slave received ping slave observer master received update slave slave total hierarchical available allocate hierarchical inverse send hierarchical allocation slave hierarchical slave total mem disk hierarchical available allocate hierarchical inverse send hierarchical allocation slave process handling event process master path master reserve post master reserve master sending role te,1
950,MESOS-4003,Pass agent work_dir to isolator modules,pas agent benefit access agent example module currently forced mount external hard directory making accessible via recover would allow mount within agent accomplished simply signature recover parameter,1
951,MESOS-4004,Support default entrypoint and command runtime config in Mesos containerizer,support default command need use command configuration returned image used,3
952,MESOS-4005,Support workdir runtime configuration from image ,support configuration image need support configuration returned image,2
953,MESOS-4009,RegistryClientTest.SimpleRegistryPuller doesn't compile with GCC 5.1.1,compile sign compare wall comparison unsigned,1
954,MESOS-4013,Introduce status endpoint for quota,introduce status quota querying quota status via get method,5
955,MESOS-4014,Introduce remove endpoint for quota,introduce remove quota removing via delete method,3
956,MESOS-4020,Introduce filter for non-revocable resources in `Resources`,introduce filter non revocable class handy like revocable unreserved ticket add one,1
957,MESOS-4021,Remove quota from Registry for quota remove request,remove quota registry quota remove request remove quota validation quota removed registry allocator notified change,1
958,MESOS-4026,RegistryClientTest.SimpleRegistryPuller is flaky,flaky apache job compiler configuration verbose enable enable o docker console code run response status library latest unauthorized response status library latest layer image latest response status library temporary redirect socket error connection reset peer failure socket failure accept connection error connection reset peer code previous run code run response status library latest unauthorized response status library latest layer image latest response status library temporary redirect response status layer registry directory code,4
959,MESOS-4029,ContentType/SchedulerTest is flaky.,flaky build vagrant blob master setup sh non root test run run subscribe subscribe aborted time try date gnu date run subscribe testing internal received tid stack trace o unknown testing internal testing internal invoke internal received function operator process execute function operator process visit process visit process serve process resume unknown unknown make check local segmentation fault make leaving directory home vagrant build make check error make leaving directory home vagrant build make check error make leaving directory home vagrant build make check recursive error,2
960,MESOS-4036,Install instructions for CentOS 6.6 lead to errors running `perf`,install lead running current installation getting documentation run version included compatible version however web cern issue could resolved getting documentation recommend,1
961,MESOS-4046,Enable `Env` specified in docker image can be returned from docker pull,enable docker image returned docker pull currently docker pull return image structure docker inspect inside docker pull many useful information docker image able support environment information image,3
962,MESOS-4047,MemoryPressureMesosTest.CGROUPS_ROOT_SlaveRecovery is flaky,flaky code title output test test copied run version executor registered slave registered executor starting task sh c true count dev zero temp done forked command received reconnect request slave executor registered slave registered executor shutting sending process tree killing following process sh c true count dev zero temp done count dev zero temp code code title output test test copied run version executor registered slave registered executor starting task forked command sh c true count dev zero temp done received reconnect request slave executor shutdown shutting sending process tree failure usage failure unknown container aborted time try date gnu date code notice test executor shutdown reconnect agent,1
963,MESOS-4053,MemoryPressureMesosTest tests fail on CentOS 6.6,fail fail mounted properly previous multiple thus error produced code run failure value get actual multiple base support multiple base please unmount corresponding failure destroy hierarchy failure remove device resource busy run failure value get actual multiple base support multiple base please unmount corresponding failure destroy hierarchy failure remove device resource busy code,3
964,MESOS-4056,Respond with `MethodNotAllowed` if a request uses an unsupported method.,respond request unsupported method inconsistent right respond unsupported used also consistent error message include body ticket use standardized message text,1
965,MESOS-4058,Do not use `Resource.role` for resources in quota request.,use resource role quota request consistent operator adhere principal least surprise move role resource quota set request request resource role used reserved since quota direct reservation request avoid confusion shall reuse field communicating role quota reserved food thought shall try keep internal storage close possible operator provide sort schema two sake flexibility,1
966,MESOS-4059,Investigate remaining flakiness in MasterMaintenanceTest.InverseOffersFilters,investigate flakiness per fix issue degree flakiness intermittent test occur flakiness task code received status update task framework unexpected status update received update task framework slave handle status update task framework duplicate code race two apache blob status task necessarily received order flakiness first inverse offer filter see comment apache browse page system comment comment explanation related comment,1
967,MESOS-4064,Add ContainerInfo to internal Task protobuf.,add internal task like oversight added added internal task also unlike agent master use try remove manual construction master favor construction partial content exposed state master agent,3
968,MESOS-4066,Agent should not return partial state when a request is made to /state endpoint during recovery.,agent return partial state request made state recovery currently user state agent may return partial state agent currently clear way tell case looking response user may incorrectly interpret agent empty could consider state agent code state slave recovery disconnected slave connected master running slave registered slave shutting state code may bit tricky maintain far backwards compatibility alter would allow informed state agent,3
969,MESOS-4067,ReservationTest.ACLMultipleOperations is flaky,flaky apache job compiler configuration verbose enable enable o docker,2
970,MESOS-4069,libevent_ssl_socket assertion fails ,assertion seeing following socket receive error frequently code check length check failure stack trace fail flush process network process network process run operator thread unknown unknown nil unknown code case get net registry docker registry data signature key pair id reproduce run master run slave build directory code e bin slave sh master isolation docker false registry code run execute build directory code execute master command name test code,8
971,MESOS-4073,Expose recovery parameters from Hierarchical allocator,expose recovery hierarchical allocator recovery hierarchical allocator internal influence recovery process expose configure however bit reluctant expose master implementation specific would nice combine hierarchical allocator related one maybe file similar,3
972,MESOS-4074,Tests for master failover in presence of quota,nan,5
973,MESOS-4075,Continue test suite execution across crashing tests.,continue test suite execution across currently sh test inconvenient trying find fail sh rate test continue way test merely returned failure result properly,8
974,MESOS-4082,Add tests for quota authentication and authorization.,nan,3
975,MESOS-4085,Implement implicit roles,implement implicit see also design doc,5
976,MESOS-4087,Introduce a module for logging executor/task output,introduce module logging executor task output executor task logged sandbox directory based used see background section linked document logger executor task following logger given command run must handle command handling must resilient across agent logging stop agent readable presumably via web via module specific,5
977,MESOS-4088,Modularize existing plain-file logging for executor/task logs launched with the Mesos Containerizer,plain file logging executor task module executor task output logging default module mirror behavior executor task piped within executor sandbox directory exposed web via,2
978,MESOS-4090,Create light-weight executor only and scheduler only mesos eggs,create light weight executor currently running docker executor native python library execution environment inside container o native must match execution environment outside container fairly closely order load library solution introduce much lighter weight python egg executor code create run use native library instead native,5
979,MESOS-4098,Allow interactive terminal for mesos containerizer,allow interactive terminal today way run require interactive session example use case running task manual password entry operator another use case could,10
980,MESOS-4099,parallel make tests does not build all test targets,parallel make build test inside running make clean build yield binary running subsequent time compilation yielding binary test target built correctly,1
981,MESOS-4102,Quota doesn't allocate resources on slave joining,quota allocate slave joining see attached patch despite fact safely without risk understand intended quota behavior correctly seem intended note framework added added,5
982,MESOS-4104,Design document for interactive terminal for mesos containerizer,design document interactive terminal first step address use propose design document covering requirement design implementation,4
983,MESOS-4107,`os::strerror_r` breaks the Windows build,o build o exist,1
984,MESOS-4108,Implement `os::mkdtemp` for Windows,implement o used basically exclusively testing insecure otherwise quite suitable prod function need work run eventually become,5
985,MESOS-4109,HTTPConnectionTest.ClosingResponse is flaky,flaky output test code run process handling event process path get failure actual function call count match process get twice actual unsatisfied active code,1
986,MESOS-4110,Implement `WindowsError` to correspond with `ErrnoError`.,implement correspond c standard library last error thread pretty print stout report something similar way pretty print hilariously unintuitive terrible case actually beneficial wrap something similar maybe,5
987,MESOS-4112,Clean up libprocess gtest macros,clean ticket regarding include process pattern file set state state default state alias state state alias state state state default added completeness got well bool specific adopt pattern well keeping pattern mind following missing response related bottom file e g however missing assert reason presumably reach expect assert general due test suite behavior assert case would considering whether alias rather missing given respectively also add well,2
988,MESOS-4114,Add field VIP to message Port,add field message port would like extend protocol buffer port include optional repeated string map well known virtual virtual discovery also want field exposed state,2
989,MESOS-4115,Fix possible race conditions in registry client tests.,fix possible race registry client show flakiness socket unexpected buffer showing investigate possible race,5
990,MESOS-4116,Add tests for quotas + empty roles (no registered frameworks),nan,2
991,MESOS-4126,Construct the error string in `MethodNotAllowed`.,construct error string consider error string rather invocation site currently want error follow pattern instead writing code return post post received request method code write something like code post request method code,1
992,MESOS-4127,Ensure `Content-Type` field is set for some responses.,ensure content type field set pointed apache r make sure set content type,3
993,MESOS-4128,Refactor sorter factories in allocator and improve comments around them,sorter allocator improve around clarity want factory section allocator explain purpose necessity,3
994,MESOS-4130,Document how the fetcher can reach across a proxy connection.,document fetcher reach across proxy connection fetcher content source code pertinent net proxy however automatically certain environment accordingly see man tutorial see section subsection environment follow recipe agent script use proxy document fetcher cache doc apache documentation latest fetcher,1
995,MESOS-4136,Add a ContainerLogger module that restrains log sizes,add module log size one major logger module solve overflowing executor task log log simply written disk via occasional garbage collection agent process add module maximum size additionally determine web need deal append non default module also serve example implement module,3
996,MESOS-4137,Modularize plain-file logging for executor/task logs launched with the Docker Containerizer,plain file logging executor task docker hook inside docker slightly involved docker perform plain file logging different depending whether agent docker container agent code container container docker run docker executor process need loaded hooked docker executor need change piping done docker executor,3
997,MESOS-4143,Reserve/UnReserve Dynamic Reservation Endpoints allow reservations on non-existing roles,reserve unreserve dynamic reservation allow non working dynamic via reserve unreserve possible reserve via flag master however usable defined added list available per list fact possible time may another importantly reserve unreserve end allow reservation,2
998,MESOS-4149,Clean up authentication implementation for quota,clean authentication implementation quota authenticate quota call private authenticate function need neither injection authenticate,1
999,MESOS-4150,Implement container logger module metadata recovery,implement container logger module recovery intended isolated agent way crash agent process default like tentatively log exposed agent recovery regardless non default recovery executor may necessary rebuild expose part recover,3
1000,MESOS-4154,Rename shutdown_frameworks to teardown_framework,rename teardown framework shutdown framework still better rename keep consistent post review request apache r,2
1001,MESOS-4160,Log recover tests are slow.,log recover slow mac o take longer finish code code,1
1002,MESOS-4164,MasterTest.RecoverResources is slow.,slow test finish mac o code code,1
1003,MESOS-4165,MasterTest.MasterInfoOnReElection is slow.,slow test finish mac o code code,1
1004,MESOS-4166,MasterTest.LaunchCombinedOfferTest is slow.,slow test finish mac o code code,1
1005,MESOS-4167,MasterTest.OfferTimeout is slow.,slow test finish mac o code code,1
1006,MESOS-4170,OversubscriptionTest.UpdateAllocatorOnSchedulerFailover is slow.,slow test finish mac o code code,1
1007,MESOS-4171,OversubscriptionTest.RemoveCapabilitiesOnSchedulerFailover is slow.,slow test finish mac o code code,1
1008,MESOS-4172,GarbageCollectorIntegrationTest.Restart is slow,restart slow restart test finish mac o code restart code,3
1009,MESOS-4174,HookTest.VerifySlaveLaunchExecutorHook is slow.,slow test finish mac o code code,1
1010,MESOS-4175,ContentType/SchedulerTest.Decline is slow.,decline slow decline test finish mac o code decline code,1
1011,MESOS-4177,Create a user doc for Executor HTTP API,create user doc executor need user doc similar corresponding one,3
1012,MESOS-4178,Add persistent volume support to the Authorizer,add persistent volume support authorizer ticket first series authorization support persistent volume creation destruction persistent authorized principal entity framework master idea introduce create destroy code message create entity perhaps kind volume message destroy entity entity code volume creation destruction must added authorizer proto appropriate function must added authorizer,1
1013,MESOS-4179,Extend `Master` to authorize persistent volumes,extend master authorize persistent ticket second series authorization support persistent master master must added allow master authorize,1
1014,MESOS-4183,Move operator<< definitions to .cpp files and include <iosfwd> in .hpp where possible.,move operator include possible often include complex like define operator e g authorizer authorizer instead move corresponding replace stream example partially done,3
1015,MESOS-4184,Jenkins builds for Centos fail with missing 'which' utility and incorrect 'java.home',fail missing utility incorrect home consistently failing withe failure value system property home configure error could guess also fail early bootstrap missing command solution update support sh install well make sure proper installation process problem install causing pull dependency finding proper home configure script mismatch date date development either update script pull move dependence installation unclear best solution,3
1016,MESOS-4186,Serialize docker v1 image spec as protobuf,serialize docker image spec currently support docker manifest serialization method read docker image spec locally disk able parse docker manifest make easier gather necessary,2
1017,MESOS-4187,Avoid using absolute URLs in documentation pages,avoid absolute documentation link one documentation page another use absolute e g apache documentation latest several good instance absolute break locally,1
1018,MESOS-4190,Create a Design Doc for dynamic weights.,create design doc dynamic short design doc dynamic focus allocator,3
1019,MESOS-4191,Design doc for fixed point resources,nan,5
1020,MESOS-4192,Add documentation for API Versioning,add documentation currently documentation handle internally need make change external user facing relevant design doc document edit heading h,3
1021,MESOS-4193,Port `process/file.hpp`,nan,3
1022,MESOS-4194,MesosContainerizer* tests leak FDs (pipes),leak run bin sh check number open grow linearly number test,2
1023,MESOS-4195,Add dynamic reservation tests with no principal,add dynamic reservation principal currently exist dynamic reservation include authorization framework registered principal added order comprehensively test dynamic reservation code,1
1024,MESOS-4196,Enable running tests without authorizer.,enable running without authorizer support master instance without authorizer apache blob cluster none used test valid use case alternatively use creation semantically equal absence authorizer given permissive flag true equivalence test,3
1025,MESOS-4198,Disk Resource Reservation is NOT Enforced for Persistent Volumes,disk resource reservation enforced persistent create persistent volume reserved disk resource able write data excess reserved size disk resource reservation enforced mem enforced,3
1026,MESOS-4200,Test case(s) for weights + allocation behavior,test case allocation behavior far see currently test behavior defined,2
1027,MESOS-4202,Race in SSL socket shutdown ,race socket shutdown socket ownership file destructor socket call shutdown executed socket file tobe closed possibly file could used since set shutdown leave write continue possibly closed file issue junk written file handled closed socket file o issue,5
1028,MESOS-4204,Document that frameworks that participate in a role should cooperate,nan,2
1029,MESOS-4206,Write new log-related documentation,write new log related documentation include default logging behavior master agent framework executor task master agent summary log related specific separation master agent container module,3
1030,MESOS-4207,Add an example bug due to a lack of defer() to the defer() documentation,add example bug due lack defer defer documentation past due lack defer used would useful add example defer documentation,2
1031,MESOS-4208,PersistentVolumeTest.BadACLDropCreateAndDestroy is flaky,flaky run compacted beginning replica replica log unlearned recover starting replica recovery recover replica empty status replica replica empty status received recover request recover received recover response replica empty status recover replica status starting persisting took replica replica status starting recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process master master master creator principal type type type none allocator authenticate false true local help false true true true quiet false registry true true version false share master master master unauthenticated register master master register loading authentication master default authenticator master authorization master flag flag removed future see upgrade information given hierarchical hierarchical allocator process master newly leader master id master leading master master registrar registrar registrar log start writer replica replica received implicit promise request proposal persisting took replica fill missing replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry registrar successfully registrar master registry register hierarchical skipping recovery hierarchical allocator nothing recover log truncate log write truncate action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took took replica action replica replica learned truncate action position isolation mem create bind root slave slave slave store false false false credential credential docker docker docker io true docker local registry docker io run docker sock store docker false fetch help false true copy true isolation mem quiet false recover reconnect mem disk true sandbox strict true true run system version false loading credential authentication credential slave slave credential test principal mem disk trying semicolon string format instead slave slave mem disk slave slave slave slave slave slave true version new master master provided register without authentication sending subscribe call master retry registration necessary master received subscribe call framework default master framework principal test principal receive role master framework default disabled hierarchical added framework hierarchical available allocate hierarchical inverse send hierarchical allocation framework registered registered took state state meta status update manager slave finished recovery slave querying resource estimator slave received resource estimator slave new master master slave master master slave default cram sending status slave new master new client connection master slave authenticator starting authentication session authenticator new server connection received authentication cram authenticate mechanism cram authenticator received authentication start authenticator authentication received authentication step authenticator received authentication step request user test principal realm server false false false looking auxiliary property looking auxiliary property request user test principal realm server false false true skipping auxiliary property since true skipping auxiliary property since true authenticator authentication success authentication success slave successfully master master slave retry registration necessary master successfully principal test principal slave master slave slave id registrar applied update registry authenticator authentication session cleanup log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry slave received ping slave observer log truncate log master registered slave slave mem disk slave registered master master given slave id fetcher clearing fetcher cache slave meta slave write truncate action position slave forwarding total sending status master received update slave slave total hierarchical added slave mem disk replica replica received write request position hierarchical inverse send hierarchical allocation slave hierarchical slave total mem disk mem disk master sending framework,1
1032,MESOS-4209,"Document ""how to program with dynamic reservations and persistent volumes""",document program dynamic persistent specifically around reservation fuzzy matching determine whether reservation successful represent client state state machine repeatedly move toward successful terminate also point persistent volume example framework also ask arango built feedback,3
1033,MESOS-4214,Introduce HTTP endpoint /weights for updating weight,nan,5
1034,MESOS-4218,Test for Quota Status Endpoint,nan,3
1035,MESOS-4222,Document containerizer from user perspective.,document user perspective add documentation purpose use case perspective purpose docker compose serve criterion could used choose,3
1036,MESOS-4223,Document isolators from user perspective.,document user perspective documentation cover purpose business user perspective criterion choosing set,4
1037,MESOS-4224,Document isolator internals.,document internals document developer perspective possibly covering network,4
1038,MESOS-4225,Exposed docker/appc image manifest to mesos containerizer.,exposed docker image manifest collect docker image manifest disk pas back provisioner grab necessary provisioner,2
1039,MESOS-4226,Enable passing docker image environment variables runtime config to provisioner,enable passing docker image environment provisioner collect environment information docker image save map pas back provisioner handling environment merge issue,1
1040,MESOS-4227,Enable passing docker image cmd runtime config to provisioner,enable passing docker image provisioner command run starting container able collect information docker image pas back provisioner,1
1041,MESOS-4240,Pull provisioner from linux filesystem isolator to Mesos containerizer.,pull provisioner rationale behind change many image e g docker also specify e g environment container provisioner return delegate isolation relevant look like eventually could phase provisioner return image specific could docker manifest generate sandbox docker manifest similar host independent pas prepare future docker manifest prepare container prepare function return environment used launch information launcher future later,5
1042,MESOS-4241,Consolidate docker store slave flags,consolidate docker store slave currently many slave docker store puller remove following consolidate,3
1043,MESOS-4255,Add mechanism for testing recovery of HTTP based executors,add mechanism testing recovery based currently slave process process id every time via process id generate function call problem testing retry disconnection agent restart since prefix code agent slave agent restart slave code couple way fix add constructor slave exclusively testing fixed id instead id generate currently delegate slave e nothing e executor would delegate slave executor instead default last known active id,3
1044,MESOS-4257,ExamplesTest.NoExecutorFramework runs forever.,forever title good run run event driver aborted temporary directory event driver aborted event driver aborted warning logging written mem disk trying semicolon string format instead logging logging process compacted beginning replica replica log unlearned recover starting replica recovery local local authorizer recover replica empty status replica replica empty status received recover request recover received recover response replica empty status master master recover replica status starting master permissive false type test principal type type test principal type allocator authenticate true false local help true true true true quiet false registry false true version false master master register master master unauthenticated register loading authentication file open file accessible persisting took master default authenticator replica replica status starting authenticator server recover replica starting status replica replica starting status received recover request recover received recover response replica starting status recover replica status voting persisting took replica replica status voting recover successfully group recover recover process isolation mem create bind root slave slave slave store false false false docker docker docker io true docker local registry docker io run docker sock store docker false fetch help false true copy true isolation mem launcher quiet false recover reconnect mem true sandbox strict true true run system version false mem trying semicolon string format instead slave slave mem disk isolation mem slave slave slave slave slave slave true create bind root slave slave slave store false false false docker docker docker io true docker local registry docker io run docker sock store docker false fetch help false true copy true isolation mem launcher quiet false recover reconnect mem true sandbox strict true true run system version false mem trying semicolon string format instead slave slave mem disk slave slave slave slave slave slave true isolation mem state state meta create bind root state state meta status update manager status update manager memory auxiliary property master authorization slave finished recovery slave slave slave finished recovery given hierarchical hierarchical allocator process slave store false false false docker docker docker io true docker local registry docker io run docker sock store docker false fetch help false true copy true isolation mem launcher quiet false recover reconnect mem true sandbox strict true true run system version false slave querying resource estimator mem trying semicolon string format instead slave slave mem disk slave slave slave slave slave slave true slave new master master sending status slave provided register without authentication slave new master version slave received resource estimator slave querying resource estimator slave received resource estimator sending status slave new master master slave provided register without authentication slave new master state state meta status update manager slave finished recovery new master master slave querying resource estimator master master default cram sending status slave new master master slave provided register without authentication slave new master slave received resource estimator client new client connection master dropping internal message since yet master newly leader master id master leading master master registrar registrar registrar log start writer replica replica received implicit promise request proposal persisting took replica fill missing replica replica received explicit promise request position proposal persisting action took replica action replica replica received write request position reading position took persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned action position log writer ending position reading position took registrar successfully fetched registry registrar applied update registry log append log write append action position replica replica received write request position persisting action took replica action replica replica received learned notice position persisting action took replica action replica replica learned append action position registrar successfully registry registrar successfully registrar log truncate log write truncate action position,3
1045,MESOS-4261,Remove docker auth server flag,remove docker server flag currently use docker server slave flag get token docker registry however work private docker registry sending correct server contact remove docker server flag completely ask docker registry server,3
1046,MESOS-4262,Enable net_cls subsytem in cgroup infrastructure,enable infrastructure currently control group infrastructure within memory need enhance infrastructure support subsystem well subsystem use found kernel doc documentation allow u provide potentially regulate framework traffic per container basis,5
1047,MESOS-4263,Report volume usage through ResourceStatistics.,report volume usage disk currently report volume usage usage take account volume usage well,3
1048,MESOS-4279,Docker executor truncates task's output when the task is killed.,docker executor task output task graceful marathon docker setup came following issue already marathon form got point probably docker problem sum deploy simple python script code bin python time import sleep import signal import import print got print time flush sleep print time print ending flush exit signal signal signal signal signal signal try print hello true print time print iteration flush sleep finally print code run marathon like code data script mem id marathon test code restart get result task peacefully script period wrap python script docker code node run add code run appropriate application marathon code data script container type docker docker image marathon test yes mem id marathon test code task restart marathon immediately without chance cleanup,5
1049,MESOS-4281,Correctly handle disk quota usage when volumes are bind mounted into the container.,correctly handle disk quota usage bind mounted container current implementation disk quota enforcement task sandbox work correctly disk bind mounted task sandbox used,3
1050,MESOS-4282,Update isolator prepare function to use ContainerLaunchInfo,update prepare function use currently prepare function enable environment returned used launch select necessary information passing launcher,2
1051,MESOS-4284,Draft design doc for multi-role frameworks,draft design doc role create document single role solution implementation approach,8
1052,MESOS-4285,Mesos command task doesn't support volumes with image,command task support image currently stripped image running command task,3
1053,MESOS-4289,Design doc for simple appc image discovery,design doc simple image discovery create design document following model abstraction discoverer discovery process,5
1054,MESOS-4291,fs::enter(rootfs) does not work if 'rootfs' is read only.,enter work read testing unified bind mount current implementation enter put old root new writable new might true especially bind mount used solve problem mount new,2
1055,MESOS-4292,Tests for quota with implicit roles.,quota implicit introduction implicit make sure quota set inactive role unknown master maybe transition active state,3
1056,MESOS-4294,Protobuf parse should support parsing JSON object containing JSON Null.,parse support object null bug exposed docker image manifest currently parse null field set null non repeated field cannot capture value example assuming message message optional string repeated string field null like message null parse would return following failure failure parse null,1
1057,MESOS-4295,"Change documentation links to ""*.md""",change documentation link right link either use form label documentation latest foo label foo probably switch latter form consistently better make easier multiple future,3
1058,MESOS-4296,Add docker URI fetcher plugin based on curl.,add docker fetcher based curl registry client docker built support built disabled able use docker registry client provision docker given new fetcher work add new fetcher docker based curl handled automatically docker registry puller use fetcher get docker,8
1059,MESOS-4298,Sync up configuration.md and flags.cpp,sync configuration apache r made clean configuration related update well,1
1060,MESOS-4300,Add AuthN and AuthZ to maintenance endpoints.,add maintenance maintenance currently restricted also support authentication authorization like,3
1061,MESOS-4301,Accepting an inverse offer prints misleading logs,inverse offer misleading whenever inverse offer print line like master code master accept call used invalid offer longer valid code inverse trigger warning,1
1062,MESOS-4304,hdfs operations fail due to prepended / on path for non-hdfs hadoop clients.,fail due path non bug resolved protocol since process protocol beginning fix extend non code logging level logging fetcher fetcher fetch root action extract true value storm action extract true value stag storm data word count user root fetcher fetching storm fetcher fetching directly sandbox directory fetcher fetching storm fetcher resource client storm data word count storm net scheme specific part index usage shell command storm data word count storm output fetch storm execute storm data word count storm command either found non zero exit status synchronize slave probably code brief chat fix current client code new fetcher use,1
