,issuekey,title,description,storypoint
556,MDL-42797,Guest access displays exception error right after upgrade process,trivial error impact low amount people install login set user profile done already upgrade web connect guest soon click guest button see attached connected finish validate upgrade guest access back working,2
557,MDL-42801,Drag and drop upload of resources doesn't add action icons correctly.,reproduce go course turn drag drop file move displayed action menu added next line menu width le text overflow,5
558,MDL-42834,Deprecate loginhttps,opinion time removed setting sealed potential leak removed three ago net bug two primary broke login time link present page moodle login issue always setting current schema however would really super nice could login feel forced use throughout site strong used hardware performance far better five ago proven easy steal session non en longer theoretical even hard far widespread already load additional content e g image actual page content longer third party supporting e g like propose drop support documentation moodle en apache,40
559,MDL-42882,Performance improvement to missing root directory upgrade step,update process version fix missing root folder file upgrade line find missing left join used really large table update point attempt get work maybe people problem code select distinct component component user draft array user id time time r root folder entry count array r component r component r r count continue root folder entry r r component r r array r array close main true code,20
560,MDL-42884,Can not delete users with invalid emails,given invalid information error error code stack trace line user thrown line call line user call,5
561,MDL-42885,Updating existing users via bulk upload causes debugging messages,master could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call could find user line tool index call,8
562,MDL-42889,Remove access to old log table in admin/handlevirus.php and other clam related code,currently library legacy logging table need use new logging,2
563,MDL-42890,Reimplement access to log table in backup/util/helper/backup_cron_helper.class.php,currently class legacy logging table need use new logging,13
564,MDL-42891,Reimplement access to log table in functions notify_login_failures() and count_login_failures(),currently legacy logging table need use new logging,20
565,MDL-42892,Reimplement access to log table in function can_delete_course(),currently function legacy logging table need use new logging,20
566,MDL-42894,Investigating performance of the new logging API in practice,new logging place performance impact need measured reduce impact new logging system,20
567,MDL-42896,Grade update event,multiple make grading table generic event class something use instead multiple thing see,20
568,MDL-42898,Develop a timeline page/block,new logging system place possible implement page block user see stream activity relevant individually target information could used home page,100
569,MDL-42904,Self enrolment by group key does not work - until group settings are saved again,customer running moodle setting group enrolment checked configuration correct user self enrol one correct group key receive error incorrect enrolment key please try key correct tested weird thing go page select relevant group choose edit group press save without anything user self enrol group key properly saved first time set although key certainly saved click unmask correct key displayed customer go whole site save every group every course cannot find anything wrong site configuration self enrolment configuration group configuration bug although happy proved wrong long explanation behaviour forthcoming appreciate someone taking look matter urgency arrange access site server,8
570,MDL-42909,Move (non-JS): title attribute is on wrong tag,moving non version move written code like following code li class first title move discussion location open course class open theme image core title move alt move li code see title attribute li tag make lot sense link tag additionally unnecessary title attribute tag previous code code title move discussion location open course class open theme image core alt move code code correct title attribute tag full text alt attribute title tag accessibility none suitable anyway link different longer text name item actually help still accessible solution would use text like move item week study describe item probably know included section name target location relative position within section sure whether worth anything know moodle stop supporting non graceful degradation thinking fixing regression back right attribute right tag since inaccessible even always think going bother probably filing bug leave moodle staff decide sorry code title li course renderer currently line,5
571,MDL-42924,use normalize_component to extract plugin name and type,file moodle function function component line list type explode component block two membered name variable substituted set look like list type component,5
572,MDL-42928,Reimplement scroll locking for full-screen dialogues,serious usability issue many contain content open attempt scroll find page whilst major issue predominantly touch predominantly swipe get list find whole page move bottom top list case activity chooser serious regression patch scroll locking different method rather removing instead set dialogue every scroll event dialogue closed stop forcing scroll release control back user,100
573,MDL-42931,Decide Moodle 2.7 requirements and push them to environment.xml,need decide moodle put environmental time change version various replace new one corresponding get list r look status unify,13
574,MDL-42934,Self registration does not use site language setting,visit tool index install new language pack visit section set default language one visit section set self registration based self registration register new user site log user notice user setting set default rather site language setting,5
575,MDL-42935,"user_create_user and user_update_user functions do not validate auth, lang or theme",function new include manual new language code en must exist server theme new theme name standard must exist server however none like function,13
576,MDL-42956,mnet broken for mssql and oracle,looking recent limit clause automatically oracle moodle moodle blob master since ago need fixing,13
577,MDL-42962,create a course_module_viewed abstract class,need abstract class,8
578,MDL-42973,Unknown component location,login moodle go directly moodle index error error must fixed programmer unknown component location problem go update curl error copied error unknown component see error even clean install moodle cache session,40
579,MDL-42980,Clean: Activity chooser's Add/cancel button on iPhone4S does not respond,safari add cancel button respond bottom barely instead bottom navigation bar couple random forcing activity chooser scroll work work fine chrome,8
580,MDL-42983,Clean: Custom menu and login info does not appear on small screen,custom menu login appear safari chrome though saw appear never,20
581,MDL-42993,Username with spaces no longer valid for LDAP authenticated users,authentication tied ad network receive given invalid message trying log moodle first time configuration worked previously difference password manual used insert user record function validation allow extended user name set need set following moodle code true code,13
582,MDL-42995,Restored course has broken links in assignment description when viewed from calendar event,assignment description file link file assignment calendar block due date file link file course backed new course reproduce create course add assignment add file e g image description create link description resource e g document set due date assignment add calendar block course backup course restore elsewhere site sure include user data enroll user course enrolled user load assignment course file link work still enrolled user go back course page use calendar block click due date assignment link image link assignment description broken result description broken since assignment description assignment page correct calendar page also correct actual result assignment page correct calendar page broken link,8
583,MDL-43005,tag param in blog index page should be strictly checked,code select tag name false array tag code error like code error found one record line call line index call code two similar example tag,4
584,MDL-43008,Calendar plugins can not display setting pages.,new calendar currently allow addition standard calendar may fine calendar may require certain,10
585,MDL-43010,Create expand/collapse in the X steps for behat,create expand collapse x wrote use one later decided need someone else benefit,5
586,MDL-43028,Site admin navigation is not expanding on few pages,default home page navigation expanded displayed,8
587,MDL-43037,Quiz user overrides generates alternate names debugging message,need update include additional name user object line call line quiz call line call definition line quiz call line quiz call,5
588,MDL-43044,The course_module_instances_list_viewed abstract class could be improved to do more.,see,13
589,MDL-43058,report_security_check_riskxss reports additional name fields in the user object.,need update include additional name user object line call line report security call line report security index call fix code title report security detailed select distinct u id u u u picture u u select distinct code,3
590,MDL-43062,"Content of label is left-aligned, regardless of alignment chosen ",center right align text label correctly editor always left displayed course page prior used able content center right course page,8
591,MDL-43063,Function download_file_content() inline documentation of return value incorrect,function return mixed content file string actually response object status error,3
592,MDL-43106,Moodle 2.6 sends 2 Set-Cookie headers,since moodle sending set different usually setting multiple name would result may bug also work moodle activity resolved example directly moodle date server apache vary front end accept user agent set path secure mon cache control store cache must revalidate cache set path secure content language en content script type text content style type text x compatible ie edge cache control post check check last accept none x frame transfer content type text addition local,3
593,MDL-43117,Add release column to Plugins Overview page,would beneficial able see release version number overview page realize core moodle release version file party provided possible solution code repository branch moodle,2
594,MDL-43137,class loader breaks open_basedir,looking class component function quick check parameter valid calling unfortunately like class trigger restriction cause moodle fail would better comparison see like valid absolute path moodle forum discus,2
595,MDL-43140,When submitting the form on the mnet access control page a warning is shown,visit put form choose set allow submit see following really redirect start page output line call line call line call redirect,2
596,MDL-43142,No username variable passed to mnet access control string,visit enter form select remote deny access control next page click link allow next deny user notice missing variable next screen allow user user,3
597,MDL-43167,Frontpage should support the same JavaScript as course pages,support course drag drop,40
598,MDL-43171,Cleanup and fixup of the events/logging docs,looking doc example moodle dev moodle dev pattern new wrong relationship column make sense also since new provide exact detail evaluation sure many would found need doc incorrect data,20
599,MDL-43175,Base event JSON encoding decoding check will fail with whole float values.,done ensure event field contain object field float whole number e g result number returned integer comparison done fail solution comparison strict catch suffice see class event base line,5
600,MDL-43178,"Incorrect confirmation message appears on ""per-forum digest option"" screen",able manage digest different within course via forum index id id course id digest setting forum message briefly displayed change made message however always correct message correct default digest however three always display message choice complete,5
601,MDL-43188,Backport missing beep to 2.5 and 2.4,bug made,5
602,MDL-43196,After upgrading to 2.6 my email-based-self-registration serves up an error when I click on 'Create New User' on the front page,use based self registration register site click create new user front page error invalid user site everything worked great replication navigate site user profile click create new profile field select text area set display page yes navigate site authentication manage authentication ensure based self registration default enable self registration open new browser student click log link top right corner click create new account behaviour new account user profile possible result following error shown invalid user information error select id user id array error code stack trace line thrown line call line call line editor call instance line editor class call line editor call line editor call line form editor call line pear renderer tableless call line call line pear element call line pear call accept line call accept line pear call accept line pear common call line pear call display line call display line login call display rest site work great error,2
603,MDL-43197,Parent role only sees course total and no longer individual grades,parent role see course total child user report whereas previously could see individual grade course capability reproduce rather long unfortunately teacher create two course grade specific student verify see separately student create parent role moodle en add user student graded parent add block front page log parent click name student block student profile click name course administration profile student name click activity grade course total shown individual assignment,20
604,MDL-43213,behat config settings and init code can be simplified,testing recently confused later even looking code attempt simplify always require cleanup script code require test remove switch completely part print script test test site manually,8
605,MDL-43215,Adding web service token generates alternate names debugging message ,visit section click add see message regarding alternate name need update include additional name user object line call line call line call definition line call,3
606,MDL-43238,Improve event php doc to include other information,event doc include information base information event specific event read documentation looking proposal fig fig fig pull also suggest similar documentation make core handbook documentation documentation,13
607,MDL-43250,get_graders() matches potential graders from all groups,come belief function notification grade submission assign broad activity separate mode function currently potential hold grader capability group submitter course believe may issue spent talking feel function also pas activity value grouping selected potential restricted within activity grouping case simply line code id code like said spent talking see reason work way would also welcome someone explaining way,3
608,MDL-43262,Move dialogue default overrides to attributes,override couple panel constructor core dialogue rather correctly change use correct method u minor performance u document u clear code,8
609,MDL-43266,Testing sites are cleaning all test dataroot contents,edit moodle installation process clean content still edit page fatal error looking supposed moodle installation remain reset solution propose store list present installation avoid cleaning also affected branch party installation also affected,13
610,MDL-43267,Course menu to 'Move item' needs betterment for screen readers,move item button menu work activate screen reader hear graphic know click actually anything could let user know thanks spotting,100
611,MDL-43268,Undefined index: filter in /lib/outputrequirementslib.php,since moodle build git git moodle moodle following notice printed page notice undefined index filter line,2
612,MDL-43270,Migrate moodle-course-dragdrop to use Shifter,migrate moodle course use shifter,5
613,MDL-43271,Migrate moodle-course-formatchooser to use Shifter,migrate moodle course use shifter,5
614,MDL-43273,Migrate moodle-course-coursebase to use Shifter,migrate moodle course use shifter,5
615,MDL-43274,Prevent course logs from being deleted when course is reset,scenario quote number course class quote plausible explanation quote course reset quote reading function hard function trying answer actually difficult forensic position would preferable either log table moodle immutable reset function something else may issue specific u since service able explain may done,8
616,MDL-43281,blockregion.js doesn't recover properly after not finding region node,believe older code print block reproduce could tricky problem obvious code basically happening block region find block region create add region node page work fine except fresh local node variable,3
617,MDL-43284,Question bank needs some CSS attention,action right clean theme maybe style whole table little better add padding something see,40
618,MDL-43289,Events for submission,create submission module related assignment workshop please fill key new,20
619,MDL-43291,Events for collaboration ,create collaboration module related forum choice survey please fill key new,40
620,MDL-43292,Events for resources ,create module related folder file book page label please fill key new,20
621,MDL-43293,Events for comments,create module used comment abstract class included please fill key new,20
622,MDL-43294,Events for submission response,create submission response module related assignment workshop check lesson essay quiz essay part please fill key new,20
623,MDL-43295,Debugging warning on saving an online text submission with an uploaded image.,warning calling content must line assign submission sense calling result content event store raw text format instead think rule,13
624,MDL-43302,Migrate moodle-form-passwordunmask to use Shifter,migrate moodle form use shifter,5
625,MDL-43306,Backup introduces duplicate gradeitem sortorders when restoring,discovered restore sort grade result inconsistent reproduce setup create default add assignment default create default add assignment default create go select import choose choose import examine look sort order grade seen course,13
626,MDL-43307,Migrate moodle-mod_assign-history to use Shifter,migrate moodle history use shifter,5
627,MDL-43314,"Running cron.php from CLI gives ""Moodle upgrade pending, cron execution suspended.""",moodle build issue getting working running message moodle upgrade pending execution suspended executed web browser everything work site add essential theme tried purge help,3
628,MDL-43318,Editing feedback for a previous submission edits the feedback for the wrong user ,grading assignment allow another attempt save edit feedback first attempt feedback feedback get saved attempt despite seeing confirmation message,5
629,MDL-43323,Lazily load moodle-core-tooltip dependencies,need moodle core dialogue lazily load actually need,5
630,MDL-43325,"Some dialogues (exceptions, ajaxexception, confirm, etc) are no longer shown when instantiated",used still previously visible field respect sanity default true base dialogue note although everywhere confirm alert core already forcibly call show set visible true still change quite time fixed longer display many,3
631,MDL-43326,Cannot start a new attempt in Assignment (based on previous one),confirmed moodle forum discus,4
632,MDL-43330,Behat framework: add skip support,able skip test idea step throw detect return step mark framework automatically skip scenario theory example step skip code related package category test copyright license gnu gnu later note test file may use context step given given related package category test copyright license gnu gnu later class given public function throw new moodle exception code,8
633,MDL-43332,Automate MDLQA-317 Grades Automated functional tests,description test test least one course least grade item least student student need grade grade item necessary two ie chrome logged student teacher simultaneously teacher view grader report check grade item student grade correct make note student grade student go course course administration may need select user report navigation drop verify student grade report correctly select overview report check student course grade correct teacher click course administration select user report navigation drop verify teacher access user report via second navigation drop verify option user selection drop display student user single page,40
634,MDL-43367,get_child_contexts() returns invalid contexts when context path missing,problem partner trouble various context path may missing invalid like path selector need verify path valid problem may used data deletion several add ons short term solution print message path depth return empty array prevent system context long term solution new issue prevent invalid add tool diagnostics context add inform something wrong add try insert data directly table without maybe add code invalid,4
635,MDL-43378,"Implement new ""Natural weighting"" interface",feature way setting category detail specification moodle dev aggregation method able combine many current aggregation one potentially remove quite lot code improving speed readability however safe plan implement stage implement natural weighting part sum aggregation type allow disable choose moodle stage people explore possibility removing aggregation code making optional moodle perhaps,100
636,MDL-43395,get_records*_sql silently converts invalid limit param to integer,code table array null sort code code array null code note silly developer like dan might accidentally pas sort case moodle silently string without warning developer propose add warning,13
637,MDL-43402,Cleanup: delete all unnecessary conditional code detecting zlib enabled,raised optional safely delete conditional code previously looking course,3
638,MDL-43410,Docking blocks breaks Edit popup menu,moodle build work release dock block assignment edit menu work,8
639,MDL-43411,showfromothers / hidefromothers error shown strings are not present but uses_sections is false,create custom course format format false however turn course get listed used format renderer showing however see check code see format first place throwing error need format use string exist please check string definition line call line call line call line course call line course view call string exist please check string definition line call line call line call line course call line course view call invalid identifier component perhaps missing string development moodle course format en line call line call line call line call line call line course view call footer invalid identifier component perhaps missing string development moodle course format en line call line call line call line call line call line course view call footer,5
640,MDL-43422,Move javascript-static.js to rollup,move reduce page,20
641,MDL-43437,mod_wiki\event\page_version_deleted event unit test should compare objectid with versionid,unit test event event unit test compare event,2
642,MDL-43451,"Cron task ""Creating passwords for new users"" missing additional name fields",running dev course creator new need update include additional name user object line call line call line call line call need update include additional name user object line call line call line call line call line call need update include additional name user object line call line call line call line call need update include additional name user object line call line call line call line call line call need update include additional name user object line call line call line call line call need update include additional name user object line call line call line call line call line call,5
643,MDL-43481,Cleanup: delete all unnecessary legacy password hashing code,require new let cleanup code bit,3
644,MDL-43488,Self registration requires city and country fields,new user registration form based self registration city country replication navigate site authentication manage authentication ensure based self registration default enable self registration open new browser student click log link top right corner click create new account behaviour city country optional result city country,2
645,MDL-43503,Switch to paged results for LDAP,moodle set require drop non enrol,2
646,MDL-43506,Remove various deprecated block functions,albeit without deprecation version removed moodle removed removed everything else,5
647,MDL-43510,phpunit 404 tests may fail when using custom exttests location,problem response may start tag breaking following assert code response code solution remove test completely little value,2
648,MDL-43511,question bank should not store references to MUC cache,cache internally store cache returned cache make probably different parameter discovered hard way hacking breaking badly cache cache make core question engine bank bitten similar problem previously,2
649,MDL-43515,cleanup PHPunit docs page linked from admin settings,remove pear describe remove legacy migration,2
650,MDL-43521,Admin bookmarks block doesn't work,discovered going update moodle en appear added block even resolved tracker issue,2
651,MDL-43524,Drop problematic global text caching,trouble may affect text filter technically possible high performance level dropping global text fix multitude time handling use page output use easier local filter already static cause large supposed turn ugly feature already next step migrate individual filter unless overhead,4
652,MDL-43525,Allow add-ons to include YUI gallery modules,follow would useful add ons could specify gallery include,20
653,MDL-43527,cleanup safe_mode references in 2.7,need check,2
654,MDL-43528,cleanup magic quotes stuff in 2.7,magic finally gone,2
655,MDL-43529,cleanup all references to register_globals in 2.7,gone,2
656,MDL-43537,cleanup old environment check stuff,custom older guess need never execute historical compatibility branch go optional string environment,2
657,MDL-43556,Rewrite comment JavaScript,need stop code fix actually simpler rewrite fix currently,20
658,MDL-43557,Cleanup of existing events,check fix wrong redundant information fix keep consistent see,20
659,MDL-43598,Mod chooser causes a jump in scroll position when first used.,bug somewhere one following dialogue reproduce log browse course get bottom section turn scroll bottom section click add activity notice scroll position screen usually top upon browser interest except chrome first time dialogue disabled chrome jump time open dialogue,5
660,MDL-43604,add support for MariaDB 10.x,like decided hack version future release moodle high enough solution stripping extra rubbish driver,2
661,MDL-43605,"User Report In Grading shows all assignments, not only that of particular group",set added first group second group assignment teacher graded also user report separate drop also report user first group also list overall percentage calculation assignment also taken false result case user group missing set something assignment particular user come please help,20
662,MDL-43641,Some moodle dialogs are positioned on not centred when they shoudl be,click cancel link backup restore modal confirm want cancel process used center screen top left corner chrome master stable integration,3
663,MDL-43661,rename event property level to edulevel,problem level reserved word need something different allow simple storage event table,4
664,MDL-43664,JavaScript breaks on IE <= 8,use array unfortunately support although support break badly possible include return early exit array switch array monkey patch onto array since support test think exit function exist,5
665,MDL-43684,"Activity drag and drop makes an activity appear ""visible"" even when it's not.",go course page enable hide activity drag new position see activity visible page show really hidden still,5
666,MDL-43688,Clean: Notice about drag & drop being available is hidden under the navbar,turning course page notification top screen notify user availability drag drop one underneath clean,5
667,MDL-43714,Notice:  Trying to get property of non-object in lib/ajax/blocks.php on line 93,easy reproduce open terminal start watching apache thats right watch log turn drag left right right drag block left observe notice quote notice trying get property non object integration line integration course view id stack trace integration course view id main integration integration course view id notice trying get property non object integration line integration course view id stack trace integration course view id main integration integration course view id quote,5
668,MDL-43723,Users drag&drop the blocks instead of scrolling up/down.,displayed bottom small screen causing critical drag drop triggered user scroll user drag drop block hard time move block block drag drop android buggy need switch none version feature display accessible menu,8
669,MDL-43725,Undefined variable $strlogs in Live logs,get notice notice undefined variable home moodle report index line used file maybe line instead address form report index id,3
670,MDL-43737,Remove the {!} place holders from the file-picker renderers,file picker code full place left development work flow removed,5
671,MDL-43740,"Setting the ""Grade type"" of a manual grade item to ""None"" removes it from the Gradebook UI",related course total column error see user report following error message error grade calculation probably circular reference broken calculation formula see export excel function following error message error grade calculation probably circular reference broken calculation formula see broken meaning way fix error reproduce create manual grade item enter formula grade item another grade item sum x delete one grade formula e g delete grade item x examine formula token pointing non existent grade item edit grade item change value grade type value none examine item examine possible manual grade item still error possible solve problem directly cause report support able track source problem problem behaviour item reproduce namely setting grade type manual grade item none two separate u major taken u track,13
672,MDL-43746,require_course_login: incorrect variable assignment,function issite never true parameter object code issite id code working correctly higher precedence code issite id code,2
673,MDL-43761,improve database install performance (especially MySQL),trouble may take install core table better,8
674,MDL-43784,Clean up all the themes shipping in 2.7 by removing some from core,moodle two base base old base theme minimal functional new responsive base theme minimal functional well theme lot community use parent theme canvas new school learning longer much none selectable use moodle two selectable based clean default almost pure provide example basic theme allow basic make simple without needing touch everything else removed put public anyone maintain moodle afterburner anomaly brick fusion magazine nimble nonzero overlay serenity splash standard,20
675,MDL-43786,"""More"" - a new theme like Clean but with more customisation settings in the UI",user pain easy quickly brand site target without technical theme medium small objective able set background colour text colour link colour task compile le thought document edit heading h,100
676,MDL-43839,Make Clean as the default theme in 2.7.,clean need default theme issue likely impacted,8
677,MDL-43842,Import code from Atto back to core.,bump import code back add standard move core folder note,5
678,MDL-43849,The observers for the event 'user_enrolment_deleted' are not tested via unit tests,view file enrol meta notice actually validate working correctly also testing observer event note already enrol necessary validate whole event observer work,13
679,MDL-43853,Make Atto toolbar buttons display all at once - instead of one by one.,button one one hide button loaded,8
680,MDL-43854,Import collapse plugin from prototype.moodle.net,code collapse done prototype moodle net site get check code,2
681,MDL-43855,Implement a new equation editor for Atto,several choose equation editor seem work provide button common latex see provide live equation preview equation show preview equation text editor even content saved allow access source equation allow equation without tied choice filter rendering filter responsible live preview content region equation editor prototype moodle net site give list button common useful one anyway,20
682,MDL-43856,Add a mathjax filter,filter added prototype moodle net text editor pretty good implementation full library big include whole thing moodle stripped keep size one still alternative use library default provide method install full version people require proxy properly wrapping library module footer loading block rest page downside alternative method link page people prefer option maybe alternative way load however loaded linked forum seen linked head almost default configuration risk produce e g rendering option specifically dangerous need,40
683,MDL-43857,Auto cleanup Atto HTML,especially paste paste word experimental branch somewhere based hard thing getting sufficient testing data access several word would help,40
684,MDL-43858,New Atto plugin Insert Character,add insert character,13
685,MDL-43859,New Atto plugin Insert Smiley,add insert,8
686,MDL-43860,New Atto plugin switch language LTR/RTL,add disabled default,8
687,MDL-43861,Plugins for font/background colours in Atto,disabled default around contrast,20
688,MDL-43862,Add mediamanager plugin for Atto,load,20
689,MDL-43863,Add Undo/Redo plugins to Atto,even though already native undo redo o,20
690,MDL-43864,Add atto plugin to prevent automatic linking.,feature guess need disable default please,13
691,MDL-43865,Add a toolbar editor to Atto,allow grouping button via page,3
692,MDL-43867,Add a content accessibility checker plugin for Atto,research either accessibility block giving like,40
693,MDL-43869,Atto does not display on qtype essay page,page form technically valid need special calling one need selector,8
694,MDL-43870,Blockquote in Atto behaves differently in different browsers,browser implement different different pick best tag use manually set,20
695,MDL-43884,$DB->get_tables() returns empty array for external databases.,external pas prefix false following check code prefix code empty result condition never met driver prefix valid prefix could bug,5
696,MDL-43885,moodle-core-notification-confirm should treat [X] like 'Cancel',,5
697,MDL-43886,moodle-core-dialogue leaves itself in the DOM after destroying itself,trying confirmation dialogue although call destroy code actually remove dom minor issue think remove dom prevent confusion wrong dialogue somehow suggesting master fix,3
698,MDL-43893,Remove YUI2 in group/*.js,couple group convert,3
699,MDL-43903,prevent error log output from addodb during phpunit execution,problem native driver turn logging default instead hacking silence following code native driver,4
700,MDL-43905,incorrect code for updates of login times,event migration code user login time got user state get sync also painfully slow code time lower start value equal greater home moodle class home moodle home moodle class code time code extra user event right user logged event also correct,4
701,MDL-43911,Behat - add an option to take page dumps,handy trying track issue set run failing test copy move file produced site view browser inspect page immediately,5
702,MDL-43931,Write unit tests for logging stores and managers,need unit following manager legacy store standard store external store,20
703,MDL-43941,Activity show/hide toggle doesn't work in hidden or orphaned sections,eye change status right click opening link new page work fine tested different course format tested chrome,3
704,MDL-43948,Possible reflected XSS in editor and imagefile form fields,issue u via security review totara since also moodle master reasonably sure exploitable security expert therefore thought better report case feel free close bug case report parameter form user edit id course request post user edit code id course foo aim yahoo city san institution department address main st update code response code course height width style border solid object div input value name type hidden input value id type hidden div div div id class div class label picture description label div div code similar issue parameter editor form problem value set initial value field form validation someone could potentially insert something malicious value field executed page reason think exploitable malicious code originate execute client however note chrome auditor blocked code script source code found within request look see problem way form server side validation form raw editor respectively type applied three editor text format format seem even contain type default could problem form element element insufficient filter type field way sent back client validation error,8
705,MDL-43955,Atto: input text should not have for parent the contenteditable tag,input wrapped tag input content parent tag pasted tag element parent tag key source mode need trigger action section parent tag parent tag impacted action dealing parent tag course behavior user expect wrap input text avoid issue example first section div second section div new section user right align section apply action parent tag first section impacted user behavior user want apply action new section div third section div,13
706,MDL-43965,Deprecate add_to_log() function,function event core function marked shown add ons prompt upgrade would good direct transition documentation might also help discover might core issue first stage deprecation period deprecation decided default two may need longer second issue deprecation see moodle dev deprecation,3
707,MDL-43966,Write transition guide for events and logging,page describe replace current use event moodle dev,20
708,MDL-43967,Write transition guide for reports that rely on logs,page written describe replace current direct log logging,20
709,MDL-43969,Improve accessibility of shortform collapsing,raised currently aria live polite every element also announce whether open closed announce current state aria expanded attribute remove aria live polite problem current solution read twice field,20
710,MDL-43990,Atto - add function to format the currently selected block.,several sprint new issue handle edge needing fix,2
711,MDL-43994,Hide drag/drop icon for docked blocks,make sense display drag drop icon block hide,3
712,MDL-43997,"Dialogues no longer show automatically, or modally",since landed master longer show dialogue automatically modally,8
713,MDL-43999,Atto: Double clicking on an image should open the image properties window,double image open file window,4
714,MDL-44000,Atto: Image sizes should keep proportions when resizing,size image kept making hard resize image properly option could optional,5
715,MDL-44002,Decide upon intended screen reader support,screen come across seem way support different accessibility operating need determine screen reader intend make moodle work best order choose optimal solution selection also big impact upon amount time develop new functionality test compatibility matrix far goo approximately screen reader browser operating system available ideally possible add combination complexity dramatically time development testing ideal solution would single well well tested widely available goo possible screen reader whilst providing support multiple whilst mobile support would desirable think initially focus improving support screen priority look mobile later data widely used reader far though usage seen rapid decline past popularity apple screen reader come across support browser across multiple operating may also important consideration present market share low new arena tell survey taking place may came fourth place survey also interesting option highest ranked free solution though compatible ie offer widespread selection sense choose following subset screen stage ease development screen reader present comparative support various functionality high market penetration cost explorer free mid level market penetration explorer o x free tested also available mac o free cross operating system chrome code p chrome source browse trunk r,40
716,MDL-44017,"Remove remaining uses of content_viewed, and deprecate it",still core decided remove core educational value event contain enough information actually grouped together abstract parent ex must store store array instead,20
717,MDL-44038,Atto: Focus on the editor is lost after opening a dialogue/menu,really inconvenient keyboard button replicate type text select tab back link button trigger link button keyboard tab enter tab validate dialogue cursor lost somewhere need tab get back editor also try picker whenever select style cancel menu focus lost,8
718,MDL-44040,Atto: Implement basic keyboard shortcuts people are used to,mac action browser responsible select b b bold c c copy u u underline v v paste x x cut redo z z undo shift z shift z redo editor specific respectively p paragraph l link window alt enter editor window editor add superscript subscript clear k insert link p paragraph respectively drive noted support drive answer,20
719,MDL-44042,Keyboard drag/drop does not correctly move items to the top of current parent,course resource drag drop top section x activity already section move,5
720,MDL-44063,Atto should start new content in a paragraph tag by default.,currently insert anything empty text area work use default would better make default paragraph semantic easily p p text removing p p thing div,40
721,MDL-44067,Improve Atto Table controls,menu break badly prevent entering table cell b need kept sync whenever source instead added remove menu table button cursor cell open table context menu cell button showing state work even better,8
722,MDL-44079,Pressing escape in nested modal dialogues should only close the top dialogue,open search preview file press escape closed instead top one,5
723,MDL-44083,Atto has wrong icons for screenreader helper and accessibility checker,useful icon accessibility checker common thumb gnome gnome orange idea content asset plus,5
724,MDL-44092,"Add an active state to the buttons, when the text under the cursor has the style applied.",e g cursor bold text bold icon visually change,8
725,MDL-44101,Create generic way for Widgets to focus on something when they close,ideally dialogue closed focus item another appropriate contextual item fairly generic thing try make easy everyone module plug,13
726,MDL-44106,use 'restore' and 'ws' origin in logged events,current problem problem cannot falsify log history log restore file must always triggered need know coming restore process need log everything happening restore import backup restore try restore restore different site cannot create log non existent duplication course restore new course may statistic probably ignore coming restore completely possible use trigger core event core event might useful case log would watch start restore origin writing storage restore process b new page idea one method something normal page restore restore code would use private tell page restore end could even use would require new observer seem optimal time could add page b could filter coming restore process want ignore triggered restore next step would optionally restore original log data would need backup restore support log new method base event class would recalculate,20
727,MDL-44107,Deprecate $event->can_view() until its purpose has been clarified,method event base like good idea unfortunately easy cheap implement everywhere preset true unusable present use capability together core log reader ignore core event base method,40
728,MDL-44124,Ical import ignores some recurrence rules,working import library recurrence daily valid rule,20
729,MDL-44127,Atto Improve API when a plugin wants multiple buttons.,bit code button need true used justify link could,2
730,MDL-44128,Atto: Toolbar menus should work with keyboard navigation,left right menu get context menu tab menu think use arrow case,8
731,MDL-44131,Make the Atto equation editor example library into an aria toolbar.,manage active descendant keyboard navigation,20
732,MDL-44149,Assignment resubmissions do not automatically reopen if using quick grading,automatically reopen set function marking one one quick grading function result also grading,5
